_meta_source,_meta_hs_prefix,_meta_fetched_at_utc,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Of a capacity exceeding 1 liter:,,,,,
IMPORT,7010.90.50.05,2026-02-13T21:07:18.228243+00:00,7010.90.50.05,4,Having a mouth with an outer diameter of <il>38 mm</il> or more,"[""gross""]",,,,
IMPORT,7010.90.50.09,2026-02-13T21:07:18.228243+00:00,7010.90.50.09,4,Other,"[""gross""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Of a capacity exceeding 0.473 liter but not exceeding 1 liter:,,,,,
IMPORT,7010.90.50.15,2026-02-13T21:07:18.228243+00:00,7010.90.50.15,4,Having a mouth with an outer diameter of <il>38 mm</il> or more,"[""gross""]",,,,
IMPORT,7010.90.50.19,2026-02-13T21:07:18.228243+00:00,7010.90.50.19,4,Other,"[""gross""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Of a capacity exceeding 0.33 liter but not exceeding 0.473 liter:,,,,,
IMPORT,7010.90.50.25,2026-02-13T21:07:18.228243+00:00,7010.90.50.25,4,Having a mouth with an outer diameter of <il>38 mm</il> or more,"[""gross""]",,,,
IMPORT,7010.90.50.29,2026-02-13T21:07:18.228243+00:00,7010.90.50.29,4,Other,"[""gross""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter:,,,,,
IMPORT,7010.90.50.35,2026-02-13T21:07:18.228243+00:00,7010.90.50.35,4,Having a mouth with an outer diameter of <il>38 mm</il> or more,"[""gross""]",,,,
IMPORT,7010.90.50.39,2026-02-13T21:07:18.228243+00:00,7010.90.50.39,4,Other,"[""gross""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Of a capacity exceeding 0.118 liter but not exceeding 0.15 liter:,,,,,
IMPORT,7010.90.50.45,2026-02-13T21:07:18.228243+00:00,7010.90.50.45,4,Having a mouth with an outer diameter of <il>38 mm</il> or more,"[""gross""]",,,,
IMPORT,7010.90.50.49,2026-02-13T21:07:18.228243+00:00,7010.90.50.49,4,Other,"[""gross""]",,,,
IMPORT,7010.90.50.55,2026-02-13T21:07:18.228243+00:00,7010.90.50.55,3,Of a capacity not exceeding 0.118 liter,"[""gross""]",,,,
IMPORT,7011,2026-02-13T21:07:18.228243+00:00,7011,0,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathode-ray tubes or the like:",,,,,
IMPORT,7011.10,2026-02-13T21:07:18.228243+00:00,7011.10,1,For electric lighting:,,,,,
IMPORT,7011.10.10.00,2026-02-13T21:07:18.228243+00:00,7011.10.10.00,2,Bulbs for incandescent lamps,"[""hundreds""]",Free,,20%,
IMPORT,7011.10.50.00,2026-02-13T21:07:18.228243+00:00,7011.10.50.00,2,Other,"[""hundreds""]",4.6%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",55%,
IMPORT,7011.20,2026-02-13T21:07:18.228243+00:00,7011.20,1,For cathode-ray tubes:,,,,,
IMPORT,7011.20.10.00,2026-02-13T21:07:18.228243+00:00,7011.20.10.00,2,Cones,"[""hundreds""]",5.2%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",55%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,2,Other:,,,,,
IMPORT,7011.20.45.00,2026-02-13T21:07:18.228243+00:00,7011.20.45.00,3,"Monochrome glass envelopes, the foregoing certified by the importer as being for actual use in automatic data processing machine data or graphic display cathode ray tubes","[""hundreds""]",Free,,55%,
IMPORT,7011.20.85,2026-02-13T21:07:18.228243+00:00,7011.20.85,3,Other,,5.2%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",55%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,4,"Front panels for cathode-ray television picture tubes, including video monitor tubes, color, non-projection:",,,,,
IMPORT,7011.20.85.10,2026-02-13T21:07:18.228243+00:00,7011.20.85.10,5,With greatest diagonal measurement not exceeding <il>50 cm</il>,"[""hundreds""]",,,,
IMPORT,7011.20.85.25,2026-02-13T21:07:18.228243+00:00,7011.20.85.25,5,Other,"[""hundreds""]",,,,
IMPORT,7011.20.85.40,2026-02-13T21:07:18.228243+00:00,7011.20.85.40,4,Other,"[""hundreds""]",,,,
IMPORT,7011.90.00.00,2026-02-13T21:07:18.228243+00:00,7011.90.00.00,1,Other,"[""hundreds""]",6.6%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",55%,
IMPORT,7013,2026-02-13T21:07:18.228243+00:00,7013,0,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018):",,,,,
IMPORT,7013.10,2026-02-13T21:07:18.228243+00:00,7013.10,1,Of glass-ceramics:,,,,,
IMPORT,7013.10.10.00,2026-02-13T21:07:18.228243+00:00,7013.10.10.00,2,"Kitchenware, non-glazed, greater than 75 percent by volume crystalline, of lithium aluminosilicate, having a linear coefficient of expansion not exceeding 10 x 10<sup>-7</sup> per Kelvin within a temperature range of 0˚C to 300˚C, transparent, haze-free, exhibiting transmittances of infrared radiations in excess of 75 percent at a wavelength of 2.5 microns when measured on a sample 3 mm in thickness, and containing β-quartz solid solution as the predominant crystal phase","[""No.""]",6.9%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",75%,
IMPORT,7013.10.50.00,2026-02-13T21:07:18.228243+00:00,7013.10.50.00,2,Other,"[""No.""]",26%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",75%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,1,"Stemware drinking glasses, other than of glass-ceramics:",,,,,
IMPORT,7013.22,2026-02-13T21:07:18.228243+00:00,7013.22,2,Of lead crystal:,,,,,
IMPORT,7013.22.10.00,2026-02-13T21:07:18.228243+00:00,7013.22.10.00,3,Valued not over $1 each,"[""No.""]",15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.22.20.00,2026-02-13T21:07:18.228243+00:00,7013.22.20.00,3,Valued over $1 but not over $3 each,"[""No.""]",14%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.22.30.00,2026-02-13T21:07:18.228243+00:00,7013.22.30.00,3,Valued over $3 but not over $5 each,"[""No.""]",7.3%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.22.50.00,2026-02-13T21:07:18.228243+00:00,7013.22.50.00,3,Valued over $5 each,"[""No.""]",3%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.28,2026-02-13T21:07:18.228243+00:00,7013.28,2,Other:,,,,,
IMPORT,7013.28.05.00,2026-02-13T21:07:18.228243+00:00,7013.28.05.00,3,Pressed and toughened (specially tempered),"[""No.""]",12.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Other:,,,,,
IMPORT,7013.28.10.00,2026-02-13T21:07:18.228243+00:00,7013.28.10.00,4,Valued not over $0.30 each,"[""No.""]",28.5%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P,PA, PE,S,SG)",60%,
IMPORT,7013.28.20,2026-02-13T21:07:18.228243+00:00,7013.28.20,4,Valued over $0.30 but not over $3 each,,22.5%,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",60%,
IMPORT,7013.28.20.10,2026-02-13T21:07:18.228243+00:00,7013.28.20.10,5,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.28.20.90,2026-02-13T21:07:18.228243+00:00,7013.28.20.90,5,Other,"[""No.""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,4,Valued over $3 each:,,,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,5,Cut or engraved,,,,,
IMPORT,7013.28.30.00,2026-02-13T21:07:18.228243+00:00,7013.28.30.00,6,Valued over $3 but not over $5 each,"[""No.""]",11.3%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.28.40.00,2026-02-13T21:07:18.228243+00:00,7013.28.40.00,6,Valued over $5 each,"[""No.""]",5%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,5,Other:,,,,,
IMPORT,7013.28.50,2026-02-13T21:07:18.228243+00:00,7013.28.50,6,Valued over $3 but not over $5 each,,7.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.28.50.10,2026-02-13T21:07:18.228243+00:00,7013.28.50.10,7,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.28.50.90,2026-02-13T21:07:18.228243+00:00,7013.28.50.90,7,Other,"[""No.""]",,,,
IMPORT,7013.28.60,2026-02-13T21:07:18.228243+00:00,7013.28.60,6,Valued over $5 each,,5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.28.60.10,2026-02-13T21:07:18.228243+00:00,7013.28.60.10,7,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.28.60.90,2026-02-13T21:07:18.228243+00:00,7013.28.60.90,7,Other,"[""No.""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,1,"Other drinking glasses, other than of glass-ceramics:",,,,,
IMPORT,7013.33,2026-02-13T21:07:18.228243+00:00,7013.33,2,Of lead crystal:,,,,,
IMPORT,7013.33.10.00,2026-02-13T21:07:18.228243+00:00,7013.33.10.00,3,Valued not over $1 each,"[""No.""]",15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.33.20.00,2026-02-13T21:07:18.228243+00:00,7013.33.20.00,3,Valued over $1 but not over $3 each,"[""No.""]",14%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.33.30.00,2026-02-13T21:07:18.228243+00:00,7013.33.30.00,3,Valued over $3 but not over $5 each,"[""No.""]",7.3%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PE,S,SG)",60%,
IMPORT,7013.33.50.00,2026-02-13T21:07:18.228243+00:00,7013.33.50.00,3,Valued over $5 each,"[""No.""]",3%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.37,2026-02-13T21:07:18.228243+00:00,7013.37,2,Other:,,,,,
IMPORT,7013.37.05.00,2026-02-13T21:07:18.228243+00:00,7013.37.05.00,3,Pressed and toughened (specially tempered),"[""No.""]",12.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Other:,,,,,
IMPORT,7013.37.10.01,2026-02-13T21:07:18.228243+00:00,7013.37.10.01,4,Valued not over $0.30 each,"[""No.""]",28.5%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.37.20,2026-02-13T21:07:18.228243+00:00,7013.37.20,4,Valued over $0.30 but not over $3 each,,22.5%,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",60%,
IMPORT,7013.37.20.10,2026-02-13T21:07:18.228243+00:00,7013.37.20.10,5,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.37.20.90,2026-02-13T21:07:18.228243+00:00,7013.37.20.90,5,Other,"[""No.""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,4,Valued over $3 each:,,,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,5,Cut or engraved:,,,,,
IMPORT,7013.37.30.00,2026-02-13T21:07:18.228243+00:00,7013.37.30.00,6,Valued over $3 but not over $5 each,"[""No.""]",11.3%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.37.40.00,2026-02-13T21:07:18.228243+00:00,7013.37.40.00,6,Valued over $5 each,"[""No.""]",5%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,5,Other:,,,,,
IMPORT,7013.37.50,2026-02-13T21:07:18.228243+00:00,7013.37.50,6,Valued over $3 but not over $5 each,,7.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.37.50.10,2026-02-13T21:07:18.228243+00:00,7013.37.50.10,7,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.37.50.90,2026-02-13T21:07:18.228243+00:00,7013.37.50.90,7,Other,"[""No.""]",,,,
IMPORT,7013.37.60,2026-02-13T21:07:18.228243+00:00,7013.37.60,6,Valued over $5 each,,5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.37.60.10,2026-02-13T21:07:18.228243+00:00,7013.37.60.10,7,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.37.60.90,2026-02-13T21:07:18.228243+00:00,7013.37.60.90,7,Other,"[""No.""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,1,"Glassware of a kind used for table (other than drinking glasses) or kitchen purposes, other than of glass-ceramics:",,,,,
IMPORT,7013.41,2026-02-13T21:07:18.228243+00:00,7013.41,2,Of lead crystal:,,,,,
IMPORT,7013.41.10.00,2026-02-13T21:07:18.228243+00:00,7013.41.10.00,3,Valued not over $1 each,"[""No.""]",15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.41.20.00,2026-02-13T21:07:18.228243+00:00,7013.41.20.00,3,Valued over $1 but not over $3 each,"[""No.""]",14%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.41.30.00,2026-02-13T21:07:18.228243+00:00,7013.41.30.00,3,Valued over $3 but not over $5 each,"[""No.""]",10.5%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.41.50.00,2026-02-13T21:07:18.228243+00:00,7013.41.50.00,3,Valued over $5 each,"[""No.""]",3%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.42,2026-02-13T21:07:18.228243+00:00,7013.42,2,Of glass having a linear coefficient of expansion not exceeding 5 x 10<sup>-6</sup> per Kelvin within a temperature range of <il>0˚C to 300˚C:</il>,,,,,
IMPORT,7013.42.10.00,2026-02-13T21:07:18.228243+00:00,7013.42.10.00,3,Pressed and toughened (specially tempered),"[""No.""]",12.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Other:,,,,,
IMPORT,7013.42.20.00,2026-02-13T21:07:18.228243+00:00,7013.42.20.00,4,Valued not over $3 each,"[""No.""]",22.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.42.30.00,2026-02-13T21:07:18.228243+00:00,7013.42.30.00,4,Valued over $3 but not over $5 each,"[""No.""]",11.3%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.42.40.00,2026-02-13T21:07:18.228243+00:00,7013.42.40.00,4,Valued over $5 each,"[""No.""]",7.2%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.49,2026-02-13T21:07:18.228243+00:00,7013.49,2,Other:,,,,,
IMPORT,7013.49.10.00,2026-02-13T21:07:18.228243+00:00,7013.49.10.00,3,Pressed and toughened (specially tempered),"[""No.""]",12.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Other:,,,,,
IMPORT,7013.49.20,2026-02-13T21:07:18.228243+00:00,7013.49.20,4,Valued not over $3 each,,22.5%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P,PA, PE,S,SG)",60%,
IMPORT,7013.49.20.10,2026-02-13T21:07:18.228243+00:00,7013.49.20.10,5,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.49.20.90,2026-02-13T21:07:18.228243+00:00,7013.49.20.90,5,Other,"[""No.""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,4,Valued over $3 each:,,,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,5,Cut or engraved:,,,,,
IMPORT,7013.49.30.00,2026-02-13T21:07:18.228243+00:00,7013.49.30.00,6,Valued over $3 but not over $5 each,"[""No.""]",11.3%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.49.40.00,2026-02-13T21:07:18.228243+00:00,7013.49.40.00,6,Valued over $5 each,"[""No.""]",7.2%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,5,Other:,,,,,
IMPORT,7013.49.50,2026-02-13T21:07:18.228243+00:00,7013.49.50,6,Valued over $3 but not over $5 each,,15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.49.50.10,2026-02-13T21:07:18.228243+00:00,7013.49.50.10,7,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.49.50.90,2026-02-13T21:07:18.228243+00:00,7013.49.50.90,7,Other,"[""No.""]",,,,
IMPORT,7013.49.60,2026-02-13T21:07:18.228243+00:00,7013.49.60,6,Valued over $5 each,,7.2%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.49.60.10,2026-02-13T21:07:18.228243+00:00,7013.49.60.10,7,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.49.60.90,2026-02-13T21:07:18.228243+00:00,7013.49.60.90,7,Other,"[""No.""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,1,Other glassware:,,,,,
IMPORT,7013.91,2026-02-13T21:07:18.228243+00:00,7013.91,2,Of lead crystal:,,,,,
IMPORT,7013.91.10.00,2026-02-13T21:07:18.228243+00:00,7013.91.10.00,3,Valued not over $1 each,"[""No.""]",20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.91.20.00,2026-02-13T21:07:18.228243+00:00,7013.91.20.00,3,Valued over $1 but not over $3 each,"[""No.""]",14%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.91.30.00,2026-02-13T21:07:18.228243+00:00,7013.91.30.00,3,Valued over $3 but not over $5 each,"[""No.""]",10.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.91.50.00,2026-02-13T21:07:18.228243+00:00,7013.91.50.00,3,Valued over $5 each,"[""No.""]",6%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99,2026-02-13T21:07:18.228243+00:00,7013.99,2,Other:,,,,,
IMPORT,7013.99.10.00,2026-02-13T21:07:18.228243+00:00,7013.99.10.00,3,"Glassware decorated with metal flecking, glass pictorial scenes or glass thread- or ribbon-like effects, any of the foregoing embedded or introduced into the body of the glassware prior to its solidification; millefiori glassware; glassware colored prior to solidification, and characterized by random distribution of numerous bubbles, seeds or stones, throughout the mass of the glass","[""No.""]",15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99.20.00,2026-02-13T21:07:18.228243+00:00,7013.99.20.00,3,Pressed and toughened (specially tempered),"[""No.""]",12.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,3,Other:,,,,,
IMPORT,7013.99.30.00,2026-02-13T21:07:18.228243+00:00,7013.99.30.00,4,Smokers' articles; perfume bottles fitted with ground glass stoppers,"[""No.""]",9%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99.35.00,2026-02-13T21:07:18.228243+00:00,7013.99.35.00,4,Votive-candle holders,"[""No.""]",6.6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",55%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,4,Other:,,,,,
IMPORT,7013.99.40.01,2026-02-13T21:07:18.228243+00:00,7013.99.40.01,5,Valued not over $0.30 each,"[""No.""]",38%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99.50,2026-02-13T21:07:18.228243+00:00,7013.99.50,5,Valued over $0.30 but not over $3 each,,30%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99.50.10,2026-02-13T21:07:18.228243+00:00,7013.99.50.10,6,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.99.50.90,2026-02-13T21:07:18.228243+00:00,7013.99.50.90,6,Other,"[""No.""]",,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,5,Valued over $3 each:,,,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,6,Cut or engraved:,,,,,
IMPORT,7013.99.60.00,2026-02-13T21:07:18.228243+00:00,7013.99.60.00,7,Valued over $3 but not over $5 each,"[""No.""]",15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99.70.00,2026-02-13T21:07:18.228243+00:00,7013.99.70.00,7,Valued over $5 each,"[""No.""]",7.2%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,6,Other:,,,,,
IMPORT,7013.99.80,2026-02-13T21:07:18.228243+00:00,7013.99.80,7,Valued over $3 but not over $5 each,,11.3%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99.80.10,2026-02-13T21:07:18.228243+00:00,7013.99.80.10,8,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.99.80.90,2026-02-13T21:07:18.228243+00:00,7013.99.80.90,8,Other,"[""No.""]",,,,
IMPORT,7013.99.90,2026-02-13T21:07:18.228243+00:00,7013.99.90,7,Valued over $5 each,,7.2%,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",60%,
IMPORT,7013.99.90.10,2026-02-13T21:07:18.228243+00:00,7013.99.90.10,8,Crystalline or non-lead crystal,"[""No.""]",,,,
IMPORT,7013.99.90.90,2026-02-13T21:07:18.228243+00:00,7013.99.90.90,8,Other,"[""No.""]",,,,
IMPORT,7014.00,2026-02-13T21:07:18.228243+00:00,7014.00,0,"Signaling glassware and optical elements of glass (other than those of heading 7015), not optically worked:",,,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,1,Optical elements:,,,,,
IMPORT,7014.00.10.00,2026-02-13T21:07:18.228243+00:00,7014.00.10.00,2,Lens blanks (other than for spectacles),"[""No.""]",4.1%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",40%,
IMPORT,7014.00.20.00,2026-02-13T21:07:18.228243+00:00,7014.00.20.00,2,Other,"[""No.""]",5%,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,1,Other:,,,,,
IMPORT,7014.00.30.00,2026-02-13T21:07:18.228243+00:00,7014.00.30.00,2,"Lenses and filters, and parts thereof","[""No.""]",3.4%,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7014.00.50.00,2026-02-13T21:07:18.228243+00:00,7014.00.50.00,2,Other,"[""No.""]",3.3%,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7015,2026-02-13T21:07:18.228243+00:00,7015,0,"Clock or watch glasses and similar glasses, glasses for noncorrective or corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses:",,,,,
IMPORT,7015.10.00.00,2026-02-13T21:07:18.228243+00:00,7015.10.00.00,1,Glasses for corrective spectacles,"[""No.""]",Free,,40%,
IMPORT,7015.90,2026-02-13T21:07:18.228243+00:00,7015.90,1,Other:,,,,,
IMPORT,,2026-02-13T21:07:18.228243+00:00,,2,Watch glasses:,,,,,
IMPORT,7015.90.10.00,2026-02-13T21:07:18.228243+00:00,7015.90.10.00,3,Round,"[""No.""]",Free,,60%,
IMPORT,7015.90.20.00,2026-02-13T21:07:18.228243+00:00,7015.90.20.00,3,Other,"[""No.""]",Free,,60%,
IMPORT,7015.90.50.00,2026-02-13T21:07:18.228243+00:00,7015.90.50.00,2,Other,"[""No.""]",Free,,60%,
IMPORT,7016,2026-02-13T21:07:18.228243+00:00,7016,0,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes; leaded glass windows and the like; multicellular or foam glass in blocks, panels, plates, shells or similar forms:",,,,,
IMPORT,7016.10.00.00,2026-02-13T21:07:18.228243+00:00,7016.10.00.00,1,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes","[""No.""]",2.7%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
IMPORT,7016.90,2026-02-13T21:07:18.228243+00:00,7016.90,1,Other:,,,,,
IMPORT,7016.90.10,2026-02-13T21:07:18.228243+00:00,7016.90.10,2,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass",,8%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",60%,
